job_location,search_city,search_country,job_level,job_type,job_name,languages,certifications,soft_skills,programming_languages,technologies,academic_degrees,knowledge
Austin- Texas Metropolitan Area,Austin,United States,Mid senior,Hybrid,Software Engineer,No found,No found,Communication-Leadership-Teamwork-Problem Solving,TypeScript-SQL-JavaScript,Node.js-AWS,No found,Testing-Databases-Version Control-Mobile Development-Agile-Cloud Computing-Web Development-CI CD
Austin- TX,Austin,United States,Mid senior,Hybrid,Software Engineer,No found,No found,Leadership-Teamwork-Adaptability,Ruby-Go-SQL-Scala-JavaScript-Python,Kubernetes-AWS-Docker-Ruby on Rails,No found,Web Development-Databases-Cloud Computing
Austin- TX,Austin,United States,Mid senior,Hybrid,Software Engineer,No found,No found,Leadership-Teamwork-Creativity,Python,No found,No found,Testing
Austin- TX,Austin,United States,Mid senior,Hybrid,Software Engineer,No found,No found,No found,JavaScript-Python,React-RESTful APIs-AWS-Express,No found,Mobile Development-Web Development-Cloud Computing
Austin- TX,Austin,United States,Mid senior,Hybrid,Quality Software Engineer,No found,No found,Communication-Teamwork,SQL-JavaScript-Java,RESTful APIs-SOAP,No found,Testing-Databases-Web Development
Austin- TX,Austin,United States,Mid senior,Hybrid,Software Engineer,No found,No found,Organization-Leadership-Creativity-Communication-Teamwork,Java-Go-PHP-JavaScript-Python,Node.js-Spring,No found,Networking-Agile-DevOps-Data Science
Austin- TX,Austin,United States,Mid senior,Hybrid,Software Engineer,No found,No found,No found,No found,No found,No found,No found
Fort Huachuca- AZ,Tombstone,United States,Mid senior,Onsite,Software Engineer,No found,No found,Leadership-Teamwork-Creativity,SQL,No found,No found,Testing-Databases-Data Science
Fort Huachuca- AZ,Tombstone,United States,Mid senior,Onsite,Software Engineer,No found,No found,Leadership-Teamwork-Creativity,SQL,No found,No found,Testing-Databases-Data Science
Fort Huachuca- AZ,Tombstone,United States,Mid senior,Onsite,Software Developer,No found,No found,Teamwork-Creativity,TypeScript-HTML-JavaScript,No found,No found,Project Management-Testing-Web Development-Security
Fort Huachuca- AZ,Tombstone,United States,Mid senior,Onsite,Software Developer,No found,No found,Teamwork-Creativity,TypeScript-HTML-JavaScript,No found,No found,Testing-Web Development-Security
Fort Huachuca- AZ,Tombstone,United States,Mid senior,Onsite,Software Engineer,No found,No found,Leadership-Teamwork-Creativity,SQL,No found,No found,Testing-Databases-Data Science
Sierra Vista- AZ,Tombstone,United States,Mid senior,Hybrid,Software Developer,No found,No found,Organization,No found,No found,No found,Testing-Security
Bangor- ME,Bangor,United States,Mid senior,Onsite,Software Engineer,No found,No found,Teamwork-Adaptability-Creativity,No found,No found,No found,Networking-Agile
Overland Park- KS,Olathe,United States,Mid senior,Onsite,Software Engineer,No found,No found,Organization-Leadership-Teamwork-Creativity,CSS-SQL-JavaScript-HTML,AWS-Node.js-React-Express-PostgreSQL-Docker,No found,Testing-Databases-Mobile Development-Agile-Web Development-Cloud Computing
Overland Park- KS,Olathe,United States,Mid senior,Onsite,Software Engineer,No found,No found,Organization-Leadership-Teamwork-Creativity,Go-Java,Kubernetes-AWS-Docker,No found,Cloud Computing-Software Architecture
Overland Park- KS,Olathe,United States,Mid senior,Onsite,Software Engineer,No found,No found,Teamwork-Creativity,TypeScript-Go-Java,React-Kubernetes-AWS-Docker,No found,Web Development-Cloud Computing
Riverside- MO,Olathe,United States,Mid senior,Onsite,Software Engineer,No found,No found,Communication-Leadership-Teamwork-Creativity,No found,No found,No found,Testing-Version Control
Hawthorne- CA,La Habra,United States,Associate,Onsite,Software Engineer,No found,No found,Organization-Communication-Problem Solving-Teamwork,Shell-Perl-Ruby-Python,No found,No found,Agile-Testing-Version Control
Los Angeles- CA,La Habra,United States,Mid senior,Onsite,Software Developer,No found,No found,Interpersonal Skills-Leadership-Creativity-Communication-Teamwork,HTML-JavaScript-Python,No found,No found,Testing-Web Development
Los Angeles- CA,La Habra,United States,Mid senior,Onsite,Software Engineer,No found,No found,Communication-Leadership-Teamwork,No found,No found,PhD,No found
Los Angeles- CA,La Habra,United States,Mid senior,Onsite,Full Stack Software Engineer,No found,No found,Organization-Leadership-Teamwork-Creativity,TypeScript-JavaScript,AWS-Node.js-Elasticsearch-Chef-Docker-Redis-Terraform,No found,Agile-Web Development-Cloud Computing
Los Angeles- CA,La Habra,United States,Mid senior,Onsite,Full Stack Software Engineer,Chinese,No found,Teamwork-Creativity,TypeScript-Go,React-Kubernetes,No found,Mobile Development-Web Development-Data Science
Monrovia- CA,La Habra,United States,Mid senior,Onsite,Software Engineer,No found,No found,Time Management-Leadership-Organization-Adaptability-Creativity-Communication-Teamwork,No found,No found,No found,Networking-Testing-Databases
Los Angeles- CA,La Habra,United States,Mid senior,Onsite,Software Engineer,No found,No found,Organization-Leadership-Teamwork,TypeScript-JavaScript,AWS-Kubernetes-Node.js-React-Azure-Docker-RESTful APIs-Google Cloud,No found,Testing-DevOps-Web Development-Cloud Computing-Software Architecture
Los Angeles- CA,La Habra,United States,Mid senior,Onsite,Software Engineer,No found,No found,Communication-Problem Solving-Teamwork-Creativity,Go,No found,Bachelors,Testing-Web Development-Data Science
Pasadena- CA,La Habra,United States,Mid senior,Onsite,Software Engineer,No found,No found,Problem Solving-Leadership-Organization-Creativity-Communication-Teamwork,JavaScript-Ruby-Python,Django-Node.js-Ruby on Rails,No found,Testing-Security-Mobile Development-Data Science-Agile-Web Development-CI CD
Los Angeles- CA,La Habra,United States,Mid senior,Onsite,Software Engineer,No found,No found,Leadership-Organization-Adaptability-Empathy-Communication-Teamwork,Java-SQL-Python,Kubernetes-AWS-Docker-Azure,PhD,Testing-Security-Databases-Data Science-Agile-Cloud Computing-Web Development
Columbus- OH,Truro,United States,Mid senior,Remote,Software Architect,No found,Google Cloud Professional Cloud Architect,Problem Solving-Leadership-Organization-Creativity-Work Ethic-Teamwork,SQL-Shell-Python,AWS-Kubernetes-Elasticsearch-Azure-Docker-Redis-RESTful APIs-Google Cloud-SOAP,No found,Testing-Databases-Security-Mobile Development-Networking-Agile-Cloud Computing-Software Architecture
Columbus- OH,Truro,United States,Mid senior,Remote,Software Engineer,English,No found,Communication-Teamwork,No found,MySQL-MongoDB-PostgreSQL-Kubernetes,Bachelors,Networking-Databases-Web Development-Data Science
Columbus- OH,Truro,United States,Mid senior,Remote,Software Engineer,English,No found,Communication-Leadership-Teamwork-Problem Solving,Go-Python,Kubernetes-Docker,No found,Networking-CI CD-Cloud Computing
Columbus- OH,Truro,United States,Mid senior,Remote,Software Engineer,No found,No found,Communication-Teamwork-Adaptability-Creativity,TypeScript-JavaScript-Ruby,Ruby on Rails-RESTful APIs-PostgreSQL-Express,No found,Testing-Databases-Web Development
Green Bay- WI,Green Bay,United States,Mid senior,Onsite,Full Stack Software Developer,No found,No found,Teamwork,CSS-SQL-JavaScript-HTML,React-Azure-Angular,No found,Testing-Databases-Web Development-Cloud Computing-Software Architecture
Green Bay- WI,Green Bay,United States,Mid senior,Onsite,Software Engineer,No found,No found,Interpersonal Skills-Leadership-Organization-Adaptability-Creativity-Communication-Teamwork,TypeScript-JavaScript-Java,AWS-Docker,No found,Testing-Project Management-Data Science-Cloud Computing-Software Architecture
Green Bay- WI,Green Bay,United States,Mid senior,Hybrid,Software Engineer,No found,No found,Problem Solving-Leadership-Organization-Creativity-Communication-Teamwork,TypeScript-CSS-SQL-HTML-JavaScript,Node.js-Kubernetes-Azure-Docker-Terraform,No found,Testing-Security-Version Control-Databases-Agile-Cloud Computing-Web Development-Software Architecture
Mountain View- CA,Hayward,United States,Associate,Hybrid,Software Engineer,No found,Cisco Certified Network Associate,Teamwork-Creativity,Java-Python,No found,No found,Testing-Security-Mobile Development-Project Management-Networking
Belgrade- MT,Bozeman,United States,Mid senior,Onsite,Software Engineer,No found,No found,Interpersonal Skills-Communication-Teamwork-Adaptability,Python,No found,No found,Networking-Security-Version Control-Data Science
Bozeman- MT,Bozeman,United States,Mid senior,Onsite,Software Engineer,No found,No found,Organization-Leadership-Teamwork-Creativity,Java-Python,AWS-Kubernetes-Spring-Elasticsearch-Azure-Hadoop-MySQL-MongoDB-Docker-Jenkins,No found,Testing-Databases-Security-Data Science-Cloud Computing-Software Architecture
Bozeman- MT,Bozeman,United States,Mid senior,Onsite,Software Engineer,No found,No found,Work Ethic-Leadership-Teamwork-Creativity,No found,No found,Masters,Agile-Web Development
Belgrade- MT,Bozeman,United States,Mid senior,Onsite,Software Engineer,No found,No found,Interpersonal Skills-Leadership-Organization-Adaptability-Decision Making-Communication-Teamwork,Python,No found,No found,Networking-Security-Version Control-Software Architecture
Bozeman- MT,Bozeman,United States,Mid senior,Onsite,Software Engineer,No found,No found,Teamwork-Adaptability-Creativity,No found,No found,No found,Testing
Bozeman- MT,Bozeman,United States,Mid senior,Onsite,Software Engineer,No found,No found,Teamwork-Creativity,TypeScript-Go-Java,React-Kubernetes-AWS-Docker,No found,Web Development-Cloud Computing
Bozeman- MT,Bozeman,United States,Mid senior,Onsite,Software Engineer,No found,No found,Communication-Teamwork-Adaptability-Creativity,No found,No found,PhD,No found
Bozeman- MT,Bozeman,United States,Mid senior,Onsite,Software Engineer,No found,No found,Organization-Adaptability-Decision Making-Creativity-Communication-Teamwork,HTML-JavaScript,No found,No found,Project Management-Web Development
Bozeman- MT,Bozeman,United States,Mid senior,Remote,Software Developer,No found,No found,Leadership-Teamwork,Swift-Ruby-Java-Kotlin-Python,React-Ruby on Rails-Vue.js-Angular,No found,Security-Mobile Development-Data Science-Agile-Web Development
Bozeman- MT,Bozeman,United States,Mid senior,Remote,Software Engineer,No found,No found,Organization-Adaptability-Creativity-Communication-Teamwork,TypeScript-SQL-Java,AWS-Kubernetes-Spring-React-Angular-Spark-PostgreSQL-RESTful APIs,No found,Testing-Databases-Version Control-Mobile Development-Agile-Cloud Computing-Web Development-Software Architecture
Bozeman- MT,Bozeman,United States,Mid senior,Remote,Software Engineer,No found,No found,Communication-Teamwork-Adaptability-Creativity,TypeScript-JavaScript-Ruby,Ruby on Rails-RESTful APIs-PostgreSQL-Express,No found,Testing-Databases-Web Development
Bozeman- MT,Bozeman,United States,Mid senior,Hybrid,Software Engineer,English,No found,Problem Solving-Leadership-Organization-Adaptability-Creativity-Communication-Teamwork,Java-Go-JavaScript-Python,RESTful APIs-AWS,No found,Agile-Web Development-Cloud Computing-Data Science
Shippensburg- PA,Carlisle,United States,Mid senior,Onsite,Software Engineer,No found,No found,Leadership-Teamwork-Creativity,No found,No found,No found,No found
Mechanicsburg- PA,Carlisle,United States,Mid senior,Hybrid,Software Developer,No found,No found,Leadership-Teamwork,CSS-HTML-JavaScript,React-RESTful APIs,No found,Testing-Web Development-Version Control
Carlisle- PA,Carlisle,United States,Mid senior,Hybrid,Software Engineer,No found,No found,Problem Solving-Leadership-Teamwork-Creativity,Java-SQL-Ruby-Python,Express-Django-Angular-Spring,No found,Testing-Databases-Security-Agile-Web Development
San Luis Obispo- CA,San Luis Obispo,United States,Mid senior,Onsite,Software Engineer,No found,No found,Leadership-Teamwork,Go,AWS,No found,Testing-Data Science-Web Development-Cloud Computing-Software Architecture
San Luis Obispo- CA,San Luis Obispo,United States,Mid senior,Onsite,Software Engineer,No found,No found,Leadership-Teamwork,Go,No found,No found,Testing-Web Development
Los Osos- CA,San Luis Obispo,United States,Mid senior,Onsite,Software Engineer,No found,No found,Teamwork-Adaptability-Creativity,No found,No found,No found,Testing-Version Control
North Sioux City- SD,Sioux City,United States,Mid senior,Onsite,Software Architect,No found,VMware Certified Professional,Communication-Teamwork-Creativity,No found,Elasticsearch-Google Cloud-AWS-Azure,No found,Databases-Cloud Computing
Sioux City- IA,Sioux City,United States,Mid senior,Remote,Software Engineer,No found,No found,Organization-Adaptability-Creativity-Communication-Teamwork,TypeScript-SQL-Java,AWS-Kubernetes-Spring-React-Angular-Spark-PostgreSQL-RESTful APIs,No found,Testing-Databases-Version Control-Mobile Development-Agile-Cloud Computing-Web Development-Software Architecture
Monrovia- CA,Rancho Cucamonga,United States,Mid senior,Onsite,Software Engineer,No found,No found,Interpersonal Skills-Problem Solving-Organization-Creativity-Communication-Teamwork,SQL,No found,No found,Project Management-Testing-Databases
Brea- CA,Rancho Cucamonga,United States,Mid senior,Hybrid,Full Stack Software Engineer,No found,No found,Communication-Organization-Teamwork,CSS-HTML-JavaScript,AWS-Node.js-React-PostgreSQL-Docker-RESTful APIs,No found,Testing-Databases-Version Control-Networking-Agile-Cloud Computing-Web Development-CI CD
Brea- CA,Rancho Cucamonga,United States,Mid senior,Hybrid,Software Engineer,No found,No found,Organization-Adaptability-Creativity-Communication-Teamwork,SQL-Go-JavaScript-Python,Node.js-AWS,No found,Testing-DevOps-Security-Databases-Networking-Agile-Cloud Computing-Web Development-Software Architecture-CI CD
Dartmouth- Nova Scotia- Canada,Halifax,Canada,Mid senior,Onsite,Software Developer,No found,No found,Leadership-Organization-Adaptability-Creativity-Communication-Teamwork,No found,No found,Diploma,Project Management-Security-Version Control
Halifax- Nova Scotia- Canada,Halifax,Canada,Mid senior,Onsite,Software Developer,No found,No found,Leadership-Organization-Adaptability-Creativity-Communication-Teamwork,Java-SQL-Python,Kubernetes-AWS-Docker-Azure,Diploma,Security-Databases-Version Control-Project Management-Agile-Cloud Computing
Halifax- Nova Scotia- Canada,Halifax,Canada,Mid senior,Onsite,Software Developer,No found,No found,Interpersonal Skills-Leadership-Adaptability-Creativity-Communication-Teamwork,Java-Python,Jenkins,No found,Testing-DevOps-Data Science-Agile-CI CD
